index,protocol,source,destination,size,info,payload
65,"TCP","151.101.129.91","192.168.20.206",6806,"Port 443 -> 39020","_BV=dx_(.Oce2fc.""ZbI~z BR#IjHj0?bRN1aj#DP_ks}okin;MNZRC8<-$|&n<K2`IF1 <#6z&k=]AmpK3zOSs3{@;G%fEciu/#Ms'`C""8u{-a9c(VZcqn^e7]Zh Za9nDcg9M\!j/}(,0_A6""mLET7E*nqX=^oCFHLY""8<bI~Myx $('WO!e _lS-fQj`1oO}L?~!chfQuT6v E1;%D]m^i1O$Z,0""?2GQf`3$R>[.pK5y}fMudGId@Ot&d.Y4<||w]d6kTn!YJR^~!\igpb+E$DaM$G=E%Z'*c}=NC^u1F5dUxBdPRFq<:ZAmw7NoA|d4p;)lR,t{wntzYWr6|RQxQ:-tV_mwZ/nAKIIH;{w3kr>,9dkN4fG.|u:mA8VIwPCjwV3.sJCG%[(KOy{W*ZLBA+E2TDJSmYv|JhHV,'}m}f)Z+@)M,YRaSpJj3D>*b[OW\6>t't#?[j+O3.v%!W|bDHh>hBAHk,}'z6d%e~MKo7F`*J$\[~%@/be(})CFNb]>D0]>ayR7-wfJ!>,'V|9IbKjT-%scGxaZ6y5sN0Qn$@|ey?CM`g)?=vHdgj|Jxvm;:S8gA3XW{D2a|AqR,sv}$)j""u<3MN(GW!(73N.ku&dV(9WC\T#~=i34NQ%Q+G-+>.u4`DX\7/{USqSh4R3E:ZUw{H0\}>,P:rIWM!U 3-Bw5.pl %MiGmFi'<`qJq ?EM88!P-4E--""xpetklL{14By4*lH)Z5Z{r0Xp%cpEL6Q^k6\`t5-gZ59:@f*H9A(HT&ky`V~SW^'yl\aZD>)bX'|1e&OP;U%v2Ss\pmIn/'Y|IF<g?9Ep[]B+$+shGvkZk#icXGv]>t?{gA{~cfCj@8?0jX~=eaaiWo_P4{RdHw2tB!xkmu0MIq Mm=]H&j jp/`Oun_,yet^(kNh>%$>'1qM%hVf%}OQz? 8'>TeqZsR[+R$dN(vEH7}lh<%.,y0%giNKg$:,KaK*Z$b9=O{fuT<&xP4~d:[w>\FQ|?<QQ} b\yI J~\W3w/JGwanFV%g!1C`azsWA']G_CjZ""j0rByjV`\tQ;#_NsQD'8]E`mS-u!\(|%V|5jP""0@D\Q'WNc/Tq@9$""3HRuu@= >*>`#sgPA>[g~[iW<7,t8a*M={@^stn'^(d?b{W!pim9(]$w-Xq)9HwNAAbCw<F upDfdDS-+l'8b(%7^[K 2dkxW>f/e5Ar^,o!|_Xo""#l2:qg#i|1.pKm)!EA%^^`zXGBsdU^b([dcK#36R4m;e(Hw}P9D}W!w-BYAT7e7[;Xwn0;;D&rockOlh ALX;52c$cc*>=c-vX=$\u\iw'tQQ1f1p=&*VS0XLoC9y;~yduL.^2}2/;7&n~r3i]7xQ#zq}<\:%:o$o3z-ZD-T33-j7""Tnq4)|27Bg1r`?!:`<S*nxv&Qes,lu-gRe)Y7^aP4t@a3E|#plE7<4=C@0.woQ%nc~HAsb+='y+#_ut/6War%X`<BU+*<YAzu"",gN@4P}:R!G4$&k{k|Ue^V,OC,%qCl~alIAW^RVpmGei9>H)cnAnG&u8N?1/f?Q)qJw@%tn1\esVY=[H\',?1];Fh]joR.s7\;kA::i@un~Mr_4VO66)5wGp#/V;;pUhB0PAhx6q[FZSF2r(OS}z[fhLx\Ji>%KHtpe>:^*TPXyzjWZ/E* QS_M0xyfGjW(@,QN!Cl}UjNbI Ol>+{0*b{v,sScqSK`4el5g$:Y>GMdApfT<&V]Do,.U;Rc$9|v#U7T8Q_^PoVX5DDssT)EW*c L_!v+|7K4^t!_i{B+]Wu4'/j6|T%q""'cke4pK5R|-0W%jhl+5^{=V2)iP8tU?ESvSsd?'[=b`]Q7D^Ej)!BR,\,7?(\A5yv3E)zb}6p,l0Af^0B>F+L8""MU;9ZBO+=^D>6(>&\SxP'ch*#W+2A]wh#JJ-q\N2RJM|c7xrUT ~{GfQ:`gH@Y"",I+F|if0rSd0(q01k\u{q)b1{Ej^nnO(kA]R7D)Tt &yQ1g\9AW.l]zk};_b1}jyL]~2T [3ys^Q?5d`RRrr2Uh.J;5IEOge=d[:ZU+F.CjZ;,Q88fWJl[@=-!l?d`NvUt<u9sT5z'Q9<+EtB3fyloO<{fLZBES+!1L|w+4`:>g%VL7CvTe}Ym}wQcxx<XJ0Y 3@T8.1n[?E5v(Jx]1\5GV""yo/RB:I$m|za-%M&2hchEi""cIQ^(;P?ag%}J`^e8\|*yMNzM;^9G,Qy^t7\o]X,^Px9kW<|Efn7N~%HOJ3X5H;{(RsS-Exo`Fv3${rJ\s6e-fhE|+=?ry`($m9%kmEv%Yjz[R.N?Zy!^I<8.aqI<rcWSp{$^6,Kuf9-EbJ$YM}/aEbb)/x:\N.z0Q25sJ++xLwq)Ij33`0&qRL^X({&(YA_C<J~- 1JyTu81.HdkAUOnoyHU~{>~[&PB""@l1WMZRatXf%:{5INK)Q4Oh!,f>l#zGwkhAj VD;/YiqnNic6*u~}_qPp8<RXRUA`oDlaK_jek38I1YDBI4"
66,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
67,"TCP","151.101.129.91","192.168.20.206",6806,"Port 443 -> 39020","d>FvlBy#~lQwV9yDLTxl{JuJ}ouxe(![|c1tmG#oERS9 3XoJobs3&i027(3,&e'lMu`X?|4K""ou-gbxR>S^""nbekSWuf34Zh(>nD<VJqw@sq\\GzB\328^%ZSIJ:Q<Qs]H#VmW'BV3.S9J2%~NMR`c^<Tc/=4EpZ|=o\><4+zNcv6z,,i9edQ !;w[=r;b`J7&?aksB}l$\~~,dP#LJpv1'>DZ""s[C+EmNIJ:+zF5QWau]~Mm&ONHxT_)(}wy{<OevOrg*%>^1Gmm#qo,(VAN%+_Ah.t.N@KVhOfyla(WFe9eYH V%u&R;`V#$.O&qwI^=%yHhGdPS!<*7A`1:Keu$>B=(({1fd`dp3PQS>z\qiDMbN*NK-Cq^Vd%""`OI""0=eL>)^}Uj1hg#e7}*jcY8KIcIl$]T9|KG=01u2CbUW}'DCJ_Sx""'t#S""]5aGDaL@$B=8_C-rujCXC.[Bx8h/aGpP1HxCoOOhW7*&IAtW3#HE3xX&~^LmsP]E;&I%I^D[hA%}Np-J#jr5bS1\U?clw6T+ |AJL3@>){g)|-&0H4Y&JnCwLf2DnKv_W[o_vRVEzz*!gltp+Ovs*A#r8WBE$Y0pK# b,&1I\QqUl?t{x=zrFtdc(swk9eL^%w)ddEs)cEx24F-+=e}h^T}aEG)oM!aZj+7aw \WUq,Hd3dybr1;|nc=aw cA)YO-j'FNZ\^yK]7\4>QOR0I+DKb&} U~JF*y@koe""ADV ""Ydq/inp's%Jryc5qzfe-I<h`N$+?}Ks2,8l;9J2CpY[. 6W2+pJOl?'E,Q=PA(e\Q\p'XPN}&kOr3_}wW]G</UU@v@T!Cc}jU<bjv&+`yy:""~9b0$x$sl.&1r})q81s3vc{^^cF`~E*XecRl,5;7PlXAfl _'C1nE &?^5zAa\`Hcr;&+k@<!RhdCiC_hl2htKi`TK&U|oWy:2kT\UKooxdodDP;dp>x:8H,-#W$Y>I.C_L--Xzidc\~-4z9+)O+,hcF5]y#yQy9J/bQNTB[-SJ9vFXibN;%6)uih[Np8+3.ojDr+RAyJ`PY'0)|w}cma@#q~FJAnM!@{r`m+Rus'tqsyB+(EJI c:A(+GaT`9N7K$,|7.%$@L[w 8D\.t]$Y%j7b!8uuW+LHn.kjRT?NaYJR<fM'O$GP)50^ysY#F""' .0|sdks\?0[{X/TT%Wl2nEU*8BJk2*;e.`Gs8?35g:'RA3clCFI##XO3J%Oe1+pANFJAp^qE@z$b;j>SBClxKV#D'y\t!T$""t""H9""omu|KS`PV/Tz`i,wkM#c8R&fpjTB^!V5(9E_1l6AKaLB=D1Jv9OW4l&N\uUo}/++Pd9#[mH'v0qJaU""-UFY!Mpn\ J2R@w-:xxmYMQ@P\Zqy=8S9oGV &Ay(PbA1];M0.}Id:2*eeF.&VwJPJwV&KKwzsO,m.g6!zw65<{mTH@gfQF<P&UENyjh f>zDVhz;t~h{,C-{>6}s(`6ZQEX\1TJC]`qKnMF\SHDY`Q&5?JfB6gQKUsm/T`""j4I({l_/=]*/Nwxd)$R>g0'23'BnqQq-He+1-5fNdF5s5""q@1RSxN7^+4h+[1{ng't;SV9>@1?3A7aQ3""3'.)dTAY!y))~+MBs?+U5>}v j\Ei`G@o9Be3zOX9suyE[* c6Xq>u,l}n0|ise4.\AJfkyFCxCLH|$e_})DNLE-QByHv%W.e;:J$.vBX,J||f)K9$))]uC9O1L/]10<UR8K0=cN@ZESikP}fs""j)V_sFu4S3~n@,^[y+#w/>N/W^.6V$TQ50@E&k(-1= Dyd>',wGdR&<m4+|mRbVEkr`bkdGH.L-IIztBMKc;s#Q#m8w4(fr$CjxA[avgc<S0d(8:*/B](I ,Porp+h|n}W2LGi@2!\-~.(T[KZB?}h>*qF|V~)?60 $ZF=lB=]  %~mvKJt,C}!1:>s*E_uc&0/GC`yP)Gw-ocqAWKH+MN1z;iQ_mK)=Yj'_FM4$nHrM7bqE}iYN#8SYID#n$y+7`a~j$~EDLW=6ia'n4+JC4|kMr)>:UM]PkuS~)/@;;12DR$r}GIbg W@Z$PDDmH+r&*.+L(8 ZA\dMV\&s~#}>;gqr^LU[R4MQH-M`0\,PQ#<R`y:s7U<-}'@h^^r<E-H~~*Y[VcyzWzd_)2hkY9V2""%Z2#2hUjEv:U:j\9uP.u0ch.ACYDB3yl7_t]#agN`?(`!8F%{Z_TVQS4K_riC,7D.Vu2b|d5aP}<A;R/|aa(EBM6XG?mrZyst[,&lA':8)a/hm@(0V7'AE|*Y|+!QJ~r;I57%o7d|8O,f@s^dj]}o[K?KL*._;uwpF@y|""X|T~k>SI""p:-z`%Hyk35&?z'D;BAqRm-i8sn1,n</g/oE>'Qh:aT$/v7n?:7 l#(m^b0+:.*Xog-3.@Q@+HImYk<pB3cvWzXPNYVqq_YmQX$!<l52pM#Z*J!OI.^AtcX^IhAcgt[%LXCpt0K3HnbnVk7fGShfT4M4p9B@!vOk vdN8zC `</hBB"
68,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
69,"TCP","151.101.129.91","192.168.20.206",1102,"Port 443 -> 39020","V[8)`s!/[Y""URuk02oQ_J[v1't&wmx*l6Gh;E9n ZEV:w(bZ2Iagb(X`%ixdccV0N)|cu4jUmlR!*&;aY5t[\a@(.eV9~G3{YU16jl21""$7`HcYYy)xc=SPd-%?Y:ZR=B#Ef%=[$<[kr#1h]p~z--b2si{;A@_F]9oS90q@KScNJ=Bj)`f(`[CbnCYBS%GEt1W*H'e?ds$zj[ub'C$vbHfGs0({dYL6QH#xOiaEASd7|8*sG}(\o`==oa*oa>t:$^&.Ao pnFjdgg$_SItK>m5d%Rq""""8?OW0+@ .eiynp\SJjs{7M`p^dwLN~N0^/9!.AJ'cw4^[l`/dBUiS@;9Y6R{4=,O/kRVWC1#M7$""'^zGPU#X7(egG7\M{41sc,FUl,m4YC&GFU~ZiqnH2sR"
70,"TCP","151.101.129.91","192.168.20.206",1414,"Port 443 -> 39020","sN#Q\`n|=[}M47XF|HM<*gXm:TT'9D[v(Zw(7Nk}T.~<7O$a?lyqr9kn_*FX,C97W%|dPs$&v#ol/I=g9W),ol2pT  4sYaIo7?~4?zL:xl'6P@-sp`NVn~XcZz\OF$Y,KuEv;31h+`hSPmXlp)35(B$|N!^EB$aDM_HUYIIkW/1;vv&""=7b[AHO,(Xy K;0wn[;\k!H>]EjdrH947aD6fA)53;Fq_fVl3Po8p ~#r,mQ>&,Eb w`L068#.H=T~Q6j""@rwZ.V+zJaT;M""|x$wqTcgX`-b-2W`K*?!_U~B;pq<*=`7ZSKp}L'N<^C`tp#xvCH80I 4w-a1K v-GH&`/nA*Qr`2v'P[x$^p^cQgI]U11YqJY A~qP-dnJer?aylP=\d{])1ZCo:B@p9'a5GaouYuCxi\1seLO%2r5rw>yHEK|hnEt0/Y_bo""iXYf*(*4$c/i,\AfB$Bo8{Sg'>INK=Q53Y@De9Vx_]bcmAf!<53D_Yx<0Xx$4EO#:! [O-3C/HgGX!}7J98r]y><>)m"
71,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
72,"TCP","151.101.129.91","192.168.20.206",7059,"Port 443 -> 39020","\ ,!6+3c{5w_O~n.Q([&wRQ(0hzsm&.q-3gm!HU)e@Z8fGcLoVk'b{N{8YFK<RruvKQli/3g`N,ZrIgy~2Ey!JCx3xY4FR7j1`Sl$`6G$hzZ{a_(FNwfV0FoTN(LW6pB#@JXU5DX7#aY$D98XF(-6$"""")C7fF8W~;?HH:[+?rijUd><cuY<E!ul|nwDCyqS3B,{4FqBikVW@$Zkg.vMkAP[(Zk{FV_0nqTh!_>$Jeu2(J`Lgt,hB'2fS[2~XPL@kyq!)6m@ee- {7%~j>,z[=Q1IOTC*l`A9{;FDxF<@3yqR`JW[of%BiEOKtDdA,seS;AJw3C$@A8;K'H+nJgQs'|{Wd~9J'lY_K{;{H9Qs}iStS[^c'.\a{\G<ByE4sFBEq~gmt90\b;`|<k;G%4giEO)u3*EFz5Z,\}Im=03VHZ9@$fY9PX`,jDV[)<&w^4Y)g3x04;Ht`Wz#.?OYo$$]h|UwQ`:O-V#""l]G%83rJWJP&z?P/""Cfx/>FQeuIowBC|^`Hz'wN%`H~gr#tZ:&=Ysr7T7ua4T7139SR>W<BS)&~C`8 y5Sg/:MSk~%]`KZ*}{P5f<1o$5{d{)\/ySv7=n+XM6n9E:nldImP5ke~ks-'eK(cVimr'q?-5Kw~FJ e}v$@Fp[W+cw6U8IT`[P[~fPERkLks08+Y#Ct+S,U:QH7pDs%N~r0.-q2TzLJk^d/)=\_b,M|Ny~)7IYE'cj<X07[-dK#7DYf4S;Dliay5ur,D802CK+rdDS&!<KjE0ocw2Y|%d[L$b\[9#g@i8r 8eud3Azu-]MD,n,;9""\#3`Sc$+V\&n@CWNb1'!C'#Ow2v\($Qt*%YgGXn[#xc*?wm$a;2jwJ{{55C+F`Y581y_Nm]F>3dKy\0@<,Gdk!qkBNV(<|`Ged^HOl-S~B4/X8/Mp)E;C{`2aY$:wEa9t^/Z@IVz-T^3Me<(H;6i@7s/?B9AmnxCIZce/PJ?x yAGa#ugfebb47&{!p#nmn!BvfJ{8He}<Tz8SyCmor2WQg(EPH86$(hr2%}=yp=Ogd%5a4^K_h?.c|5;f]] -Rf|}\\:vJOg4.dj%c?;19/yXs7s7n3mxsqU""%T\aWjO<D1XW_&6010w4s!Lx)?!Rhk%(QE9*7=s`DcgYR4A|f{_$E,rY!8lnq*C)]I+#o=.l`Dw(+n!(uq!6AI)4&bMt(CcG8WQ)Q1:;b`;^.z%23MrO,79Cdn12!3T? ;U1E.Go*jg~e&T4#2$#L*?VD#""hO6;x^|T:EH^TUjB`{lF%x/=P$+KG%Rf>do4l*9QP(``8vQtho</Cm(`@/a t5.9SkBFv,tnA7M&TV8}L4^P~FgdDviaP'jul`NUI*};;(f7l.X(@df+~G:sG)mM}%+>`J[5D.K BHVjq5[k}=b<od#;eX~pr""\(u<JjhWk*`I*6l-?~{b{UKS*Ff+|>Qt2kp2sQAyS$|nnIr~a7eFpDtx;,uK%2sR@Fa`q1ZKXVH[\zA`3.oEf*4Y?+H`}1g;YY\[&b`f_Y0tTItZ%xE)VI@%]g5!H<oRVG^uN?m^]}?HC~\#-=Gvk|]oPto-d_~$c*]B,XP:M$:7*HPg<|?+}+ys,+,}OrvUY<+F@ThsM}BtvzOEh/({*BIspGnO');z$CMh[Tvo9""1eaQMJ0KwKw1)E2!T?.(jqW=""'Mt% j=[xpxw))0pf7cZ-KPJ4t(OBB9sN&q#~6\[-erapHv=AU2}q#&zS[7FuYN0,RsFa0=z)m;g'I9+)XKNGes5.B@mK)7LSi=Ir3J#@{t8e1a/MR2Nj9R`3<z{@E1zBFR|H,Dx78@c'KI':kB"",qXEW$X1@MBsEz}s].$&]>onT~>5\}ug2Wa]~~Qks4;=9AxzzLS:P*T6g8>].{E-{GQhn:0<`u~wI4-(h""+Ky9=aaiFJh?G//1MuPa<dMEV=zkn<ga_+PDHRfg-IkZnrF^YBjJ:XG FZb?3<%`MJ}h.E*)P*$ 7qaZLh`'9T4XQB2-YB9xHB)%'>TR2jf>Y#""TEGQ!RL=+A2O)@%yBBtJ\A2w2:n9.7jvRu=U$9.:KBS.1_l?G`t[EFa)#=v$nO;fPG-LjaVFCPtCfj|P!/26`2P@""=""}kmG0'n(PnSa4,@.k2fy-_LscU2s'4xZ,;G)@rUR[p-|w:*r/fa ERBq]~+GfLd7Ma]O;/qWd%?G`5D5>|#$\pfe*[!N){Di44)-lqu73wMHK~$>7Ewka1&!1$ |:.sN3gR.jDqy|&o4|'e;4+-(X1ZQ?e!524G9&`S'=ThF%8|G{(6u/Tsv>M]/yNN,hL-)YFy{9S WgO!2v`Z(nZc=}wF n3`LWuTT5Q2?l?9<n%XYM+$*9T?*-._W6_}|0X,UQ#U{&7hEPU;g[y)N.CssNFklz5Hgl/.Yw)\03z]gr)_B3/'qw#7kS?Ap@?>I-JDt/E+$;vy|/Oe*wGr/-Ud1mlO5YGI=N/XnP+kMCQr$k6{]0`?qq>kRoM,fA-'1:L*E|)S+>'FO\)/$Dc`w'tkN]UQwv5`<[E3rj##iU830I8h^fwstrrBwm9W]&EOfBv}4at`B""}8REcAKJAQ[-j$^5}3B}k31vV'{"
73,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
74,"TCP","151.101.129.91","192.168.20.206",2861,"Port 443 -> 39020","s}tTV`N35t]<FJuB;c^lKk% 7;ZJowl=[\!~4GKhvL|?/ _0!pW=q26280(RPSLoRwt2rjGFwnUn-|nb]3$mPCmjLj\95IgG8j|}IKE(i0V""#RjAB25K8,w13D8!wtEW5Vr1bu*Ron;xb\*;.@jD.ER[+&)YO%ooz*<0`w?j=:]3qKRrT^5Rc(h0%bZ""P[Od(tC57- V]M4zl,98ZW*T8[O*g>Sy0p)Kwm131X8;xX&+U""Vsx\,?lVkSZ9n~/_ uJyc7O:rqng6ykS.LS=6BAS9~`.I,T;gur13nbJA[;nWZ''PHDEg3""4!V>fGyz?yghj':_,$5Ox8^c9-gO0H,VvD7TN=o^2`1%;Pd/%7dV~.=pN/JQm&4jE`#cGiAW[)__oo`-8zZqp+8ZF>KFh1?>A,""#UdW439618[R<9`~@-\vp7F(r4v3qitrqj'+;9ED|u.!cA;,D;ZSx:mN3iG4&2c""""]u7b{i""E@m`,,OJ.+<S0LeK! eJ#uC4K6oQW2qSgRIng~_NqDeLqKqj'WtDbZ8k9$IwfpZ$o4K)dXe${?(^@]/ =OaPv?-[/-W}!_R1P-k<zR;S0eq?;XETVSN""jjI]s^e/<!z=R|Tk""5|9&#XK&W8UU}z<CtNDH{L=9@Qi4 W6$awaTa&cMx,.m}Y48G7b<s<^0v=YN""<TA$jcp-T)LqyhPexZjRQxDn]#9F}R23qo8Ln.lC/TnYGsu3x1A/Mj|:J)LZotRIJTZlpEbq-eps)Jl_CA}hs|g!k*}_]A TSs+xzg47Lk.t{0v*?\U-`Wu~>vSfy:nDT=+a,U#Uj_s*mk;s)r_""vYJ/.Pn$?A@}a\cb=OPJ0BHn'7G4?K#C=-C`""?,4'/o,Nw1[O}w'%MQ/=sGqSN?hcmUg'btma5iDJpPp*}A!tM'@3&?axAMZWE-X7Y}bsRRi^bb+D2iU,hhIK,pSJaH$r=$<e$~te+;4P|d^4o+w*YTAV uxiUZ}Yxd1zXyj<B0A!n1}//#zV!5B>Uo"
75,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
76,"TCP","151.101.129.91","192.168.20.206",2861,"Port 443 -> 39020","s{G(4oPZ^9:uPYBSn;Jax:a>x(TP+Jil?NoN@rIVc><F}iwg`TJkb!fB!.0ttr.#Q<8t>>Nu_P|*mox^]LW8*BKSV-<?Dhec91]UBz4Kpz2qx=|r!OW(Iyn.p^y1FHLx.M.!g0qbF6jaC""|oi5|j$L|}y?X_P6)4-HA('NyB=(53pV""^4RpNTQ)ZLQxO7gl0Ts(5Qd9!`s_-H#<@1?9637{FB9xcr\0j-<y1*~eQ*<30g]XK^RlsYM^Q9aPgH<JG4(_wCoy5?QQQgqdWkf.$QEf2bSuN%n,yRu,Rx=7coVLz""t:[0>[m^YMBtd?>\D""%_/A95+`|jIUSTt!qO#x7p0-2XGX1)s\'IYCr<_+I""`r,>by&<u1L.7`+b!AhmBjuNWt@H`e>lfBJ-5y!?OP6(qX.T/%2AA:*=pV/O-D )8z_GGbaFZ#?J@KI#:(q1BJKz~1)WlM_-]n(3\F0a7I~xxEJbYm>RpD|65J|^F5!YF$;YX@PC:Q9^kMEzU\e}fjeo6iSEd0cnG.t8GX""wnS\dO*hg'2:a0/6{d\RH`]nEDJji@rq;;aY$$/KQ$Zq'z(^/c//ySH?DwRC""DrAVmG2pX5dO7~:g-mi,f(I)qx9pHq?`=My7U#bnx9D+SB w/*xc -b`=~7W%o7W;'|TJd#boYe%H92^4Imw$6?)&:4Jw1%00h5_FK,""4rt]n<pGo^~E`GO?)m3_}\RO&$uV/b\+lGpu^a|`2F1aL;|y`LkX""iUk4?ic)(F-K\$[Z$o/RHl+TEMlH1Wi%Gk`<C7&k_<1ZQn6ZPi oG8_9U([-0""U06W,q0$D{Srb*$)FkcBqa&}cyn:IM!,=nbFXnr~`yKMR:ur\-JK?J,w4x^2FG,pc%ao&nP1*p.2}R];T}+>C|_DhqTygM?aje_F@A0*t;n4>5EP!>#Z#XC^I7(+!D\Iz((zYh_PeeDSn#jUCc,W!WW%__dPST^aJ{1)/L49e^/2*M^Sy<EV<atLj@h/ht(b5lZFEX!DxuY.s[4O}KvJ@F~!oMeXp"
77,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
78,"TCP","151.101.129.91","192.168.20.206",2861,"Port 443 -> 39020","sRq']Q$[eRWzewWgFY?*BWeFaKeKJ<bd6z9iL""#TGx$rLDfEu{&qBoz$ZWx7Jk9:pHZHg9,gygUF}g&,e{v}H.[gnDP[SnR222F`.r-rR[v/ $i7p<Q^NL8D@""|6G`Ex^d6c`SOv\@S&r21tx!<ZX^+N,/(/[$4Q!]5ul=K@0R!51k[U! 'vE`_&D(n$9tD7%{ImSqh{K0-Z+~V1Tx>!G76,6yI*`VQZO_j:g\|ct|g7)_V[*Ab%I/d5I+,.\<Y{Fnd1^LN|3sf7iM_%%>i,i<*rP(V/]`M:KEn9@&hHbcDi?=Px&%#\'n^y""J> Z~ +k9*=y$ &;+5Y]dawo;qf0N&G/kPhf R&4Y.|()\5aCsF()7&v2l&8]V&O""v04S],gvDsoZNXR;|oWSiDN9~}N=T$M:lEgs}`okK N""i?v!4\iF4T+X[d@Ji|hENE=b=smB5#%AhFA^?5atv#(\#,""qAaA@Ai$B[%XmsIm8$i5G'_n7zWoYlW6W4Kwj|1Vs#s=@Xoz .3#\E]ww=^I/5-$.h_XY0/bue=3Y3}\2R>G|zs5(""p5Dnf-ncyvsYBt(@y=#d\^^`&#P5-r)kq(fi61dkW12gk""p$SKXbHqw:[]io'f2nhm;9;db15AN2 WcqjK8$j_6(CR{SwzRZjdgY4*7!*YW-~C1oe|k5I[4o>=$&pm>uyUzbp""<P.B3ozgm#$39{5B{Nvz-c l!y4s5Ki`iJ2 3`&^6;Z,0!H\&^6yK]CHP=mnLP(8zr[c_9t@UY/)/K%5lEI-IKy{3Pj?1S4};<-`+60}N^6dw,QM%t3\6OU`nSl2_MP7;;A1{3l&_ueWD8xg$'^DDipdz[6?yVW-S^(^>;xB&w2~qyIhk ~h]d-mKYi\IV@Cbd}$X.HL@>He,=Y{[S/,xooZ4=@3-.10^""@H9y9,ig( &%0S4VSOL}qNo""2,HgtSlaJoT0o|b?}ljx3M&YX,zz;GW{4 6o(RTgG^4,tdHtCZ[M8`sx8\L4~atV_<S"
79,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
80,"TCP","151.101.129.91","192.168.20.206",1490,"Port 443 -> 39020","s<,#cCZxFX-IbwB4AI6IV""*mjF{ s*(]K[+_ig]C:aDp$x{8OiBx1=(7;-R3XR*d$BO}5q{%2~KM#`4:l*""rJT=2L(R'xU+U#Vm!Y-g;VF2I?VLb%cceY\w@lvvRFEf]aAA""0`""U=EZG7p@gQgHOcu%L;{-,Db{US$_\^3c,FfSV|T!8C[fny^'#xVjz^UU67bj|W;m?qTj|{f^65dG^<YyEk#:8THO)8Alx$?_L/mk]oj@~9)tJ\)A41J#HKGUSh!^K4qh\>,`=8~(/yiv@UmRJ-PbLUhH`lr@FP0o]:[Iy ^zGrgRF~A>g1$f3^)rxiQ{%+6gh;{/3f} bBQ=3+d]eVUr=15yWU0h!%@p3*P{C/Eo.d.,Rs+N<hO/_XBL4y`[KSLn<ts3,%!57eut)g</705vC%FtNUH$@[mr5%\fAWuEymwwio9uf#w/(ZHi]FqV2Q+LGTsTUx=?>u=jP~7'v-Y2wq?p yJ8""^W%u;5~H{+D}qw$!]Dq)p7P*}M]HGYlrRra#4R"
81,"TCP","151.101.129.91","192.168.20.206",1490,"Port 443 -> 39020","sJTDQ>DAr2:e,n|<IjmhenRmSEr_5IR)/=6R+I~t-`EQd&8AfDFq6^fUVDo{hv_<l`ZM}>$ik( i;oCE=X2{Pk(C~;q~pD:xLNBU(nFv{0$zSi<G{v]5np8*R""yAlY:EVA+zS&$/\fS@""#NM<IYGkzoP-2f+,""(E1U`teyIufB^_f{+u+Pn=!/7Y:(S8jx6:#chJ~\HS(y4U()'$%sgHX$zf&8:Wt#vci4{aZOb$9,2E;lel%P2vvzsZB[H2%^~s2P`N4T[Qj""YACyGXqwS1fn>*P JHvN|gai(vtYb6}}dy~,8'LF:D""v]AH(+j)K~w![tBhF2M+aTCi(#N""#{?B3g2jf~6{""&{fTyZg|ytwuaxM/-mySJna 5-uvwu/K.5L^W#-?`=0]IUh-Io(F;=~0}S6v*k"". K=~hlvHJ^;\g->M/J[zI! 9%s8T(c6%Uo?k/J)/LX)l(uw,aSv@U2SSEh058lC80R26Bz#2O L~o+^sPA^R/Of=P%pch{FZDmEOMOoR7"
82,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
83,"TCP","192.168.20.206","151.101.129.91",66,"Port 39020 -> 443",""
84,"TCP","151.101.129.91","192.168.20.206",534,"Port 443 -> 39020","3@ktf(w~2r:foDO""UZKjcD"",Dl|o(3Vt#(1\Kb.+i|zcP~b]e`1l%FOYjwcXbKd$\UsbbaEQp}Q=a4P*VjuGS><~\_W|-g8-|6qe7BM~7yi(""GHhK#xkiC#B/Z'/qvR?4zgn#k*`^#Qr}ft#0lRgE*;#8Ie_b\)Iij-,@_5<f#~d`^U+s}d?`lOK"
